,Media Sources,TBpolarity,compound,date,idx,negative,neutral,positive,text
0,CNN,0.25,0.0,2017-11-05,0,0.0,1.0,0.0,Texas Gov. Greg Abbot releases a statement on the shooting at First Baptist Church in Sutherland Springs… https://t.co/TiwNGu2Pht
1,CNN,0.0,-0.3818,2017-11-05,1,0.157,0.843,0.0,"Sutherland Springs business owner on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m"
2,CNN,0.0,-0.8225,2017-11-05,2,0.487,0.513,0.0,ISIS claims responsibility for a suicide attack in Yemen https://t.co/9ScXiQp7Sl https://t.co/cmAG9lNdTJ
3,CNN,0.0,-0.3818,2017-11-05,3,0.167,0.833,0.0,"Sutherland Springs resident on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m"
4,CNN,0.25,-0.1655,2017-11-05,4,0.093,0.907,0.0,"Law enforcement have reported multiple victims at a Texas church, but have not said how many https://t.co/PGxqFieLyc https://t.co/pLNO4vE3sT"
5,CNN,0.0,0.4019,2017-11-05,5,0.0,0.828,0.172,"President Trump tweets support for people of Sutherland Springs, Texas, after church shooting… https://t.co/muJFcRBDWB"
6,CNN,-0.2,-0.7579,2017-11-05,6,0.302,0.698,0.0,"One suspect dead after reported shooting in Sutherland Springs, Texas, says Guadalupe Co. Sheriff's Office official… https://t.co/s8KvNZh8t6"
7,CNN,0.0,-0.5106,2017-11-05,7,0.26,0.628,0.112,"Local gas station owner tells @KayleeHartung that shots fired at Texas church ""sounded like a semiautomatic weapon"" https://t.co/D0EChgJtJm"
8,CNN,0.0,0.0,2017-11-05,8,0.0,1.0,0.0,Catalan ex-President turns himself in to Belgian authorities https://t.co/vGBLL2A481 https://t.co/ghTN0dIGJw
9,CNN,0.0,0.0,2017-11-05,9,0.0,1.0,0.0,"House Minority Leader Nancy Pelosi: Must ""exhaust"" diplomatic options on North Korea
https://t.co/LNsBvUknTQ https://t.co/gKzSAd35cb"
10,CNN,0.13636363636363635,0.0,2017-11-05,10,0.0,1.0,0.0,"We're live in Sutherland Springs, Texas, over the scene of a reported shooting https://t.co/49AyTQsslP… https://t.co/w8qiqXkRUA"
11,CNN,0.0,0.0,2017-11-05,11,0.0,1.0,0.0,Trump and Putin are set to meet and discuss North Korea https://t.co/h72BD4cUjd https://t.co/7yqxZK8vit
12,CNN,0.0,-0.5574,2017-11-05,12,0.167,0.833,0.0,A witness at a gas station across from a Texas church said she heard 20 shots fired while a service was underway… https://t.co/vGZKfABodU
13,CNN,0.2,0.6124,2017-11-05,13,0.0,0.625,0.375,"""Thor: Ragnarok"" is the 17th straight number one opening for Marvel https://t.co/IZ3SPgUSnW https://t.co/XpkmIiQRXW"
14,CNN,-0.2,-0.6486,2017-11-05,14,0.249,0.751,0.0,"County Sheriff says Sutherland Springs church gunman is dead, reports CNN's @kayleehartung https://t.co/ekxguNHIsH https://t.co/ZtfHBLc4PQ"
15,CNN,0.0,0.0,2017-11-05,15,0.0,1.0,0.0,"BREAKING: The FBI is responding to the scene of a shooting outside San Antonio, Texas
https://t.co/ekxguNHIsH https://t.co/vRV1GzHgVx"
16,CNN,0.0,0.0,2017-11-05,16,0.0,1.0,0.0,"Gonorrhea rates in Australia are up 63% in 5 years, data shows https://t.co/dsVnWfRKFk https://t.co/UtRgz5r04t"
17,CNN,0.0,-0.4767,2017-11-05,17,0.256,0.744,0.0,Billionaire Prince Alwaleed arrested in Saudi anti-corruption drive https://t.co/U6aJ7NPR7O https://t.co/pimIM00oeh
18,CNN,0.3333333333333333,0.8225,2017-11-05,18,0.0,0.648,0.352,"Shalane Flanagan wins NYC Marathon, becoming the first U.S. Women's champion in 40 years https://t.co/UivrO1JMUB https://t.co/i8yuNM6oY1"
19,CNN,0.5,-0.5574,2017-11-05,19,0.184,0.816,0.0,"JUST IN: Witness says as many as 20 shots fired at a church in Sutherland Springs, Texas https://t.co/ZC919cZoUC"
20,CNN,0.25,0.0,2017-11-05,20,0.0,1.0,0.0,Texas Gov. Greg Abbot releases a statement on the shooting at First Baptist Church in Sutherland Springs… https://t.co/TiwNGu2Pht
21,CNN,0.0,-0.3818,2017-11-05,21,0.157,0.843,0.0,"Sutherland Springs business owner on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m"
22,CNN,0.0,-0.8225,2017-11-05,22,0.487,0.513,0.0,ISIS claims responsibility for a suicide attack in Yemen https://t.co/9ScXiQp7Sl https://t.co/cmAG9lNdTJ
23,CNN,0.0,-0.3818,2017-11-05,23,0.167,0.833,0.0,"Sutherland Springs resident on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m"
24,CNN,0.25,-0.1655,2017-11-05,24,0.093,0.907,0.0,"Law enforcement have reported multiple victims at a Texas church, but have not said how many https://t.co/PGxqFieLyc https://t.co/pLNO4vE3sT"
25,CNN,0.0,0.4019,2017-11-05,25,0.0,0.828,0.172,"President Trump tweets support for people of Sutherland Springs, Texas, after church shooting… https://t.co/muJFcRBDWB"
26,CNN,-0.2,-0.7579,2017-11-05,26,0.302,0.698,0.0,"One suspect dead after reported shooting in Sutherland Springs, Texas, says Guadalupe Co. Sheriff's Office official… https://t.co/s8KvNZh8t6"
27,CNN,0.0,-0.5106,2017-11-05,27,0.26,0.628,0.112,"Local gas station owner tells @KayleeHartung that shots fired at Texas church ""sounded like a semiautomatic weapon"" https://t.co/D0EChgJtJm"
28,CNN,0.0,0.0,2017-11-05,28,0.0,1.0,0.0,Catalan ex-President turns himself in to Belgian authorities https://t.co/vGBLL2A481 https://t.co/ghTN0dIGJw
29,CNN,0.0,0.0,2017-11-05,29,0.0,1.0,0.0,"House Minority Leader Nancy Pelosi: Must ""exhaust"" diplomatic options on North Korea
https://t.co/LNsBvUknTQ https://t.co/gKzSAd35cb"
30,CNN,0.13636363636363635,0.0,2017-11-05,30,0.0,1.0,0.0,"We're live in Sutherland Springs, Texas, over the scene of a reported shooting https://t.co/49AyTQsslP… https://t.co/w8qiqXkRUA"
31,CNN,0.0,0.0,2017-11-05,31,0.0,1.0,0.0,Trump and Putin are set to meet and discuss North Korea https://t.co/h72BD4cUjd https://t.co/7yqxZK8vit
32,CNN,0.0,-0.5574,2017-11-05,32,0.167,0.833,0.0,A witness at a gas station across from a Texas church said she heard 20 shots fired while a service was underway… https://t.co/vGZKfABodU
33,CNN,0.2,0.6124,2017-11-05,33,0.0,0.625,0.375,"""Thor: Ragnarok"" is the 17th straight number one opening for Marvel https://t.co/IZ3SPgUSnW https://t.co/XpkmIiQRXW"
34,CNN,-0.2,-0.6486,2017-11-05,34,0.249,0.751,0.0,"County Sheriff says Sutherland Springs church gunman is dead, reports CNN's @kayleehartung https://t.co/ekxguNHIsH https://t.co/ZtfHBLc4PQ"
35,CNN,0.0,0.0,2017-11-05,35,0.0,1.0,0.0,"BREAKING: The FBI is responding to the scene of a shooting outside San Antonio, Texas
https://t.co/ekxguNHIsH https://t.co/vRV1GzHgVx"
36,CNN,0.0,0.0,2017-11-05,36,0.0,1.0,0.0,"Gonorrhea rates in Australia are up 63% in 5 years, data shows https://t.co/dsVnWfRKFk https://t.co/UtRgz5r04t"
37,CNN,0.0,-0.4767,2017-11-05,37,0.256,0.744,0.0,Billionaire Prince Alwaleed arrested in Saudi anti-corruption drive https://t.co/U6aJ7NPR7O https://t.co/pimIM00oeh
38,CNN,0.3333333333333333,0.8225,2017-11-05,38,0.0,0.648,0.352,"Shalane Flanagan wins NYC Marathon, becoming the first U.S. Women's champion in 40 years https://t.co/UivrO1JMUB https://t.co/i8yuNM6oY1"
39,CNN,0.5,-0.5574,2017-11-05,39,0.184,0.816,0.0,"JUST IN: Witness says as many as 20 shots fired at a church in Sutherland Springs, Texas https://t.co/ZC919cZoUC"
40,CNN,-1.0,-0.8402,2017-11-05,40,0.333,0.667,0.0,"Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/9YPIXKioLn"
41,CNN,0.0,-0.0834,2017-11-05,41,0.184,0.652,0.164,"NYC marathon runners stay the course, despite last week's terror attack https://t.co/ORk5ykaZuV https://t.co/X6oYrUqJuX"
42,CNN,0.0,0.25,2017-11-05,42,0.0,0.9,0.1,A University of Miami art professor created Ku Klux Klan-style hoods out of American flags for a faculty art exhibi… https://t.co/jk5cNiIFSu
43,CNN,0.06818181818181818,0.0,2017-11-05,43,0.0,1.0,0.0,"Double beds, swivel chairs. Here's a look at Singapore Airlines' new luxury suites https://t.co/JIvOIYU7zW https://t.co/MaRqdXRkEd"
44,CNN,0.55,-0.507,2017-11-05,44,0.23,0.77,0.0,The most spectacular abandoned castles around the world https://t.co/DC14SubQJa via @cnntravel https://t.co/ExuBF2XKe8
45,CNN,0.0,0.0,2017-11-05,45,0.0,1.0,0.0,"H.W. Bush on Trump: “He’s a blowhard”

George W. Bush on Trump “This guy doesn’t know what it means to be president… https://t.co/yp212uRBxT"
46,CNN,0.75,0.6115,2017-11-05,46,0.0,0.818,0.182,"AirlineRatings names ""most excellent"" airlines for 2018. For the 5th consecutive year, this carrier came out on top… https://t.co/coKs8J7Ciq"
47,CNN,0.0,0.0,2017-11-05,47,0.0,1.0,0.0,"""Women are coming forward...telling the hardest stories of a lifetime,"" says @RonanFarrow, who wrote Weinstein story https://t.co/V6VhiZMg0R"
48,CNN,0.0,0.0,2017-11-05,48,0.0,1.0,0.0,".@brianstelter to Kellyanne Conway: ""Viewers see your pivoting...when I say Russia, you say Clinton"" https://t.co/lc5IdbzAP9"
49,CNN,0.0,0.0,2017-11-05,49,0.0,1.0,0.0,".@brianstelter to Kellyanne Conway: ""We're not anti-Trump, Kellyanne. We're pro-truth."" https://t.co/V6VhiZMg0R"
50,CNN,0.0,0.34,2017-11-05,50,0.0,0.854,0.146,Alec Baldwin's President Trump shared a shower with Paul Manafort on @nbcsnl last night https://t.co/uHcj6PRTqU https://t.co/TXxi7U9br2
51,CNN,0.3666666666666667,0.6369,2017-11-05,51,0.0,0.792,0.208,What are your thoughts on polygamy? @lisaling meets open-minded couples looking for modern love on @CNNOriginals'… https://t.co/ovsONmqTzY
52,CNN,0.11212121212121212,-0.3182,2017-11-05,52,0.164,0.741,0.095,Saudi Arabia's newly formed anti-corruption committee has arrested at least 17 princes and top officials… https://t.co/OiiGRRGEY4
53,CNN,0.0,-0.4588,2017-11-05,53,0.123,0.833,0.044,"RT @CNNPolitics: Pelosi expresses disdain at the timetable for the GOP tax plan: ""They're trying to move this in a matter of days"" https://…"
54,CNN,0.0,-0.8714,2017-11-05,54,0.456,0.544,0.0,".@FareedZakaria: NY attack ""an isolated incident by one troubled man that shouldn't lead to grand generalizations"" https://t.co/4IR6y7eVL9"
55,CNN,-1.0,-0.8402,2017-11-05,55,0.333,0.667,0.0,"Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/SehU6c2UZq"
56,CNN,0.4,0.0,2017-11-05,56,0.0,1.0,0.0,"Feinstein on Sessions: ""When he comes before the committee again, he has to be precise and it has to be accurate"" https://t.co/kFiWDRA83w"
57,CNN,0.3211111111111111,0.5256,2017-11-05,57,0.133,0.606,0.261,"Rep. Pelosi on tackling alleged sexual harassment in Congress: I'm ""hopeful that we can do something very strong"" https://t.co/p01ORHA3sY"
58,CNN,0.0,0.0,2017-11-05,58,0.0,1.0,0.0,"Sen. Feinstein on AG Sessions' testimony about Russia: ""I think he should come back and clarify it"" #CNNSOTU https://t.co/gPiao3H9P1"
59,CNN,0.0,0.0,2017-11-05,59,0.0,1.0,0.0,"Rep. Nancy Pelosi: Impeaching President Trump ""is not someplace that I think we should go"" #CNNSOTU https://t.co/3z5LYxTN5S"
60,CNN,0.0,0.4404,2017-11-05,60,0.0,0.868,0.132,"Pelosi on Brazile's allegations about Clinton and the DNC: ""I would hope that there's another side to the story"" https://t.co/QXp6xVCo9R"
61,CNN,0.1,0.4927,2017-11-05,61,0.0,0.849,0.151,"House Minority Leader Nancy Pelosi on the GOP tax plan: ""This is really a gift to corporate America"" #CNNSOTU https://t.co/MNygm9qM0v"
62,CNN,0.0,0.0,2017-11-05,62,0.0,1.0,0.0,House Minority Leader Nancy Pelosi: Revision of the tax code should be done in a bipartisan way #CNNSOTU https://t.co/vw8PFnGTme
63,CNN,0.2,0.4404,2017-11-05,63,0.0,0.854,0.146,"House Minority Leader Pelosi: ""I hope the President goes into the meeting (with Putin) really informed"" https://t.co/JNBqP07Pd0 #CNNSOTU"
64,CNN,-0.625,-0.4939,2017-11-05,64,0.132,0.868,0.0,"Rep. Nancy Pelosi on North Korea: ""We're poking a stick in the eye of a mad dog with some of what we're saying"" https://t.co/hgvJ4yyxVL"
65,CNN,0.0,0.0,2017-11-05,65,0.0,1.0,0.0,The company that owns Corona is getting into the pot business https://t.co/HHg98jBXK7 https://t.co/eHvBjnDBic
66,CNN,0.25,0.0,2017-11-05,66,0.0,1.0,0.0,"Japanese Prime Minister Shinzo Abe gave President Trump a customized hat that read, ""Make alliance even greater.""… https://t.co/P73f5BrTjj"
67,CNN,-0.1,0.0,2017-11-05,67,0.0,1.0,0.0,"President Trump is in Japan, where he and Prime Minister Shinzo Abe are expected to talk about North Korea… https://t.co/LpmBAJUCuD"
68,CNN,0.75,0.6115,2017-11-05,68,0.0,0.818,0.182,"AirlineRatings names ""most excellent"" airlines for 2018. For the 5th consecutive year, this carrier came out on top… https://t.co/dJ16PRMPly"
69,CNN,0.0,0.0,2017-11-05,69,0.0,1.0,0.0,"Long-term spaceflight ""squeezes"" the brain, study says https://t.co/c3D86kU0sa https://t.co/osRjvGip4G"
70,CNN,-0.15555555555555559,-0.6597,2017-11-05,70,0.253,0.747,0.0,The FDA is cracking down on claims that cannabis can cure cancer https://t.co/q1DeAGuPed https://t.co/UGTB8PNn6E
71,CNN,0.25,-0.5423,2017-11-05,71,0.189,0.811,0.0,"Back in 1991, Anita Hill forever changed the way we talk about sexual harassment https://t.co/til31lOEld https://t.co/yD4UsGNqA2"
72,CNN,0.0,0.0,2017-11-05,72,0.0,1.0,0.0,"China will surpass the US as the world's largest air travel market in the next 5 years, according to IATA forecast… https://t.co/2Z3lWPEYcU"
73,CNN,0.55,0.0,2017-11-05,73,0.0,1.0,0.0,Court filings show Paul Manafort has three US passports. How many can you really own? Here's a closer look.… https://t.co/J8ZLwPWG4b
74,CNN,0.16,0.0258,2017-11-05,74,0.0,0.936,0.064,"Taxes on cannabis could reach as high as 45% in parts of California, according to a report https://t.co/I7YHhQVyQB"
75,CNN,0.0,0.0,2017-11-05,75,0.0,1.0,0.0,5 changes to Obamacare open enrollment for 2018 https://t.co/4YYAEeV7AY https://t.co/5EZ40NagUq
76,CNN,0.125,-0.743,2017-11-05,76,0.272,0.645,0.082,"Syria was responsible for the sarin gas attack that killed more than 80 people earlier this year, a UN report finds… https://t.co/iNixmHKv3w"
77,CNN,0.13636363636363635,0.0,2017-11-05,77,0.0,1.0,0.0,"Tropical storms and swelling sea levels could flood NYC every five years between 2030 and 2045, a new study says… https://t.co/VgifeWmK27"
78,CNN,0.0,-0.2263,2017-11-05,78,0.192,0.808,0.0,The forgotten mothers and babies of Zika https://t.co/eMAtQMP2ch https://t.co/VvL589j04L
79,CNN,-0.15555555555555559,-0.8885,2017-11-05,79,0.356,0.644,0.0,"Death rates for heart disease, cancer and HIV are down in the US, but overdose death rate has risen, CDC says… https://t.co/theP2foXK8"
80,CNN,0.7,0.2732,2017-11-05,80,0.0,0.826,0.174,Three surprising ways the Protestant Reformation shaped our world https://t.co/E1PkTWViEZ https://t.co/UqKvO48djs
81,CNN,0.0,0.0,2017-11-05,81,0.0,1.0,0.0,Who's who in the Trump-Russia saga https://t.co/dgSZLFL6VV https://t.co/28OKDbT1Zz
82,CNN,0.55,-0.507,2017-11-05,82,0.23,0.77,0.0,The most spectacular abandoned castles around the world https://t.co/OxU6bpIrYP via @cnntravel https://t.co/jcPzlKPu9e
83,CNN,0.0,0.2732,2017-11-05,83,0.103,0.739,0.158,This Houston officer helped save hundreds of lives during Hurricane Harvey — while battling stage 4 colon cancer… https://t.co/jyuqfEouat
84,CNN,-0.13181818181818183,-0.8442,2017-11-05,84,0.323,0.677,0.0,A new report concludes that an environmentalist's murder was part of a criminal plot that was months in the making https://t.co/1Tzc6wuXwz
85,CNN,-0.08333333333333333,-0.128,2017-11-05,85,0.14,0.739,0.121,"Two Georgia teens, friends from childhood, died from lethal doses of fentanyl on the same day and half a mile apart… https://t.co/zbMZTOOZwP"
86,CNN,0.0,0.0,2017-11-05,86,0.0,1.0,0.0,A soldier deployed before he could finish painting his house. So these students jumped in to finish the job.… https://t.co/ezsh2PSzYz
87,CNN,0.13636363636363635,0.0,2017-11-05,87,0.0,1.0,0.0,A new study links pesticide residues in fruits and vegetables with women's fertility issues https://t.co/watgjAiuLD https://t.co/2KTTgXZYjT
88,CNN,0.0,-0.4767,2017-11-05,88,0.237,0.763,0.0,"Eleven princes arrested in Saudi Arabian anti-corruption sweep, Al-Arabiya reports. https://t.co/09rW8uGXwp"
89,CNN,0.36818181818181817,0.4939,2017-11-05,89,0.0,0.856,0.144,Couples are turning to a new kind of dating website to save their marriage. @lisaling learns what a “throuple” is a… https://t.co/VzaPKJQNh7
90,CNN,0.8,0.5859,2017-11-05,90,0.0,0.774,0.226,This Sports Illustrated cover from 2014 predicted the Astros' World Series win https://t.co/MU4SlGqFDk https://t.co/AJHKOQ7Jhj
91,CNN,0.0,-0.3612,2017-11-05,91,0.217,0.783,0.0,US passports will identify convicted child sex offenders https://t.co/xELM7Jyspw https://t.co/2usMVZ3MEv
92,CNN,0.0,0.2023,2017-11-05,92,0.0,0.909,0.091,"Beyoncé will be a part of Disney's upcoming live-action version of ""The Lion King,"" playing the character of Nala… https://t.co/xTvf4GcxCT"
93,CNN,-0.2277777777777778,0.0,2017-11-05,93,0.0,1.0,0.0,President Trump touched down in Japan late Saturday ahead of a 13-day trek through Asia https://t.co/4M1t2Jp1KB
94,CNN,0.06818181818181818,0.0,2017-11-05,94,0.0,1.0,0.0,"Double beds, swivel chairs. Here's a look at Singapore Airlines' new luxury suites https://t.co/0YjhV2c81O https://t.co/ulJKIq6Tus"
95,CNN,0.1,-0.4404,2017-11-05,95,0.146,0.854,0.0,"Gender inequality actually worsened around the world in 2017, according to a report from the World Economic Forum… https://t.co/4wU497WQcO"
96,CNN,0.0,-0.4215,2017-11-05,96,0.149,0.851,0.0,Drone footage shows the devastation caused by Hurricane Maria in Puerto Rico's El Yunque National Rainforest… https://t.co/h2f3ceauZQ
97,CNN,0.1777777777777778,0.6249,2017-11-04,97,0.0,0.814,0.186,Scientists have found evidence of a roughly 100-foot-long space hidden within the walls of the Great Pyramid of Giz… https://t.co/p3daFqOt7X
98,CNN,0.10000000000000002,0.0,2017-11-04,98,0.0,1.0,0.0,This photographer spent almost a decade taking photos of Japan's vending machines in the most remote locations… https://t.co/CgmY4oXKQD
99,CNN,0.0,-0.5499,2017-11-04,99,0.246,0.754,0.0,"The Las Vegas shooter had money troubles prior to the attack, but his motive is still unclear, sheriff says… https://t.co/Ju8BhpZVfD"
0,BBC,-0.25,-0.6705,2017-11-05,0,0.191,0.809,0.0,"RT @BBCBreaking: At least 27 people killed in Texas church shooting, police commissioner in Sutherland Springs tells US media https://t.co/…"
1,BBC,0.0,0.0,2017-11-05,1,0.0,1.0,0.0,🎥 @LouisTheroux meets disaffected former members of the Church of Scientology. #MyScientologyMovie. Tonight at 9pm… https://t.co/5hRLxriwiW
2,BBC,-0.14583333333333331,-0.4215,2017-11-05,2,0.203,0.797,0.0,When your other half cheats on you with #StrangerThings. 😡 Via @BBCTheSocial. https://t.co/NOpHOfbIKb
3,BBC,0.2,0.0,2017-11-05,3,0.0,1.0,0.0,😋 Family favourites at their finest. Check out these recipes for 10 absolute classics. 👉 https://t.co/kFD6BsfO6q https://t.co/xw1Q5SYadk
4,BBC,0.0,0.4939,2017-11-05,4,0.0,0.758,0.242,Second hand smoke affects our pets too. 🚭🐶 Via @BBCBreakfast. https://t.co/TCdA8m85dm
5,BBC,0.13214285714285715,0.0,2017-11-05,5,0.0,1.0,0.0,It took more than 1 man on a single night to nearly change the course of British history. 🔥 #BonfireNight.… https://t.co/RnzZm8yh9j
6,BBC,0.0,0.0,2017-11-05,6,0.0,1.0,0.0,"'It's one of those stories you think you know. Then you realise you just don't.'

Do you know the real… https://t.co/M8np5ep1yz"
7,BBC,0.25,-0.1027,2017-11-05,7,0.062,0.938,0.0,"💰🥃 How much would you pay for a cask of rare Scotch whisky? An anonymous buyer in Hong Kong just dropped £285,000.… https://t.co/ZzUInzNqEo"
8,BBC,0.0,0.0,2017-11-05,8,0.0,1.0,0.0,"#PeakyBlinders series 4 returns to @BBCTwo, Wednesday 15th November at 9pm. https://t.co/lbVlyzhb4p"
9,BBC,0.0,0.0,2017-11-05,9,0.0,1.0,0.0,"Tonight, #BluePlanet2 makes a groundbreaking journey to the depths of the ocean. 8pm on @BBCOne. 🐟 🐡 🐙… https://t.co/S3gcHqmTMf"
10,BBC,0.0,-0.3182,2017-11-05,10,0.173,0.827,0.0,Moynaq: The port city that lost its water. 💦 Via @BBC_Travel. https://t.co/Qr1ZLExpBb https://t.co/G8QxO8qAZ5
11,BBC,0.5625,0.3802,2017-11-05,11,0.0,0.844,0.156,"Having a bonfire today? 🔥
Make sure you think about the hedgehogs! Via @BBCSpringwatch.

More 👉… https://t.co/zbHOX6yl9O"
12,BBC,0.475,0.5994,2017-11-05,12,0.0,0.782,0.218,From wild goats to woodland walks - here are your pictures of beautiful Scotland. 📷 https://t.co/sv03yk0H76 https://t.co/KHKNGXcROU
13,BBC,0.5,0.0,2017-11-05,13,0.0,1.0,0.0,"Can @Joe_Sugg zip it for 30s? 
If chatting is your thing, how about a sponsored silence for #CiN? 
More ideas here… https://t.co/OPA2UMuuPZ"
14,BBC,0.0,0.0,2017-11-05,14,0.0,1.0,0.0,Guy Fawkes: Why do bonfires still burn 400 years on? 🔥 #BonfireNight #GuyFawkesNight. https://t.co/dAKAZY4ZEX https://t.co/lsiivkKSgk
15,BBC,0.0,0.0,2017-11-05,15,0.0,1.0,0.0,🐙 A group of octopuses were seen taking a leisurely stroll along a Ceredigion beach last Friday night. Via… https://t.co/n3jq0oNT7J
16,BBC,0.0,0.0772,2017-11-05,16,0.0,0.942,0.058,🏙By 2050 70% of the world's population will be living in cities. Time to radically rethink what we want from a city… https://t.co/pz5xleBKWz
17,BBC,0.6,-0.2349,2017-11-05,17,0.096,0.852,0.052,"⚽️✊ When the boys wouldn't let them play football, these girls took matters into their own hands. Via @BBC100Women. https://t.co/0j68Wbrr3Z"
18,BBC,0.0,0.0,2017-11-05,18,0.0,1.0,0.0,".@LindaRobson58, @tomallencomedy, @misJORGIEPORTER &amp; @OreOduba star in @GrumpyLGoodman's Partners in Rhyme:… https://t.co/SLJlz8D01M"
19,BBC,0.13636363636363635,0.0,2017-11-05,19,0.0,1.0,0.0,"🎬 From the new Pixar animation to Oscar-favourite coming-of-age stories, here are 10 films to watch this November.👉… https://t.co/NqtcuUqOXN"
20,BBC,-0.25,-0.6705,2017-11-05,20,0.191,0.809,0.0,"RT @BBCBreaking: At least 27 people killed in Texas church shooting, police commissioner in Sutherland Springs tells US media https://t.co/…"
21,BBC,0.0,0.0,2017-11-05,21,0.0,1.0,0.0,🎥 @LouisTheroux meets disaffected former members of the Church of Scientology. #MyScientologyMovie. Tonight at 9pm… https://t.co/5hRLxriwiW
22,BBC,-0.14583333333333331,-0.4215,2017-11-05,22,0.203,0.797,0.0,When your other half cheats on you with #StrangerThings. 😡 Via @BBCTheSocial. https://t.co/NOpHOfbIKb
23,BBC,0.2,0.0,2017-11-05,23,0.0,1.0,0.0,😋 Family favourites at their finest. Check out these recipes for 10 absolute classics. 👉 https://t.co/kFD6BsfO6q https://t.co/xw1Q5SYadk
24,BBC,0.0,0.4939,2017-11-05,24,0.0,0.758,0.242,Second hand smoke affects our pets too. 🚭🐶 Via @BBCBreakfast. https://t.co/TCdA8m85dm
25,BBC,0.13214285714285715,0.0,2017-11-05,25,0.0,1.0,0.0,It took more than 1 man on a single night to nearly change the course of British history. 🔥 #BonfireNight.… https://t.co/RnzZm8yh9j
26,BBC,0.0,0.0,2017-11-05,26,0.0,1.0,0.0,"'It's one of those stories you think you know. Then you realise you just don't.'

Do you know the real… https://t.co/M8np5ep1yz"
27,BBC,0.25,-0.1027,2017-11-05,27,0.062,0.938,0.0,"💰🥃 How much would you pay for a cask of rare Scotch whisky? An anonymous buyer in Hong Kong just dropped £285,000.… https://t.co/ZzUInzNqEo"
28,BBC,0.0,0.0,2017-11-05,28,0.0,1.0,0.0,"#PeakyBlinders series 4 returns to @BBCTwo, Wednesday 15th November at 9pm. https://t.co/lbVlyzhb4p"
29,BBC,0.0,0.0,2017-11-05,29,0.0,1.0,0.0,"Tonight, #BluePlanet2 makes a groundbreaking journey to the depths of the ocean. 8pm on @BBCOne. 🐟 🐡 🐙… https://t.co/S3gcHqmTMf"
30,BBC,0.0,-0.3182,2017-11-05,30,0.173,0.827,0.0,Moynaq: The port city that lost its water. 💦 Via @BBC_Travel. https://t.co/Qr1ZLExpBb https://t.co/G8QxO8qAZ5
31,BBC,0.5625,0.3802,2017-11-05,31,0.0,0.844,0.156,"Having a bonfire today? 🔥
Make sure you think about the hedgehogs! Via @BBCSpringwatch.

More 👉… https://t.co/zbHOX6yl9O"
32,BBC,0.475,0.5994,2017-11-05,32,0.0,0.782,0.218,From wild goats to woodland walks - here are your pictures of beautiful Scotland. 📷 https://t.co/sv03yk0H76 https://t.co/KHKNGXcROU
33,BBC,0.5,0.0,2017-11-05,33,0.0,1.0,0.0,"Can @Joe_Sugg zip it for 30s? 
If chatting is your thing, how about a sponsored silence for #CiN? 
More ideas here… https://t.co/OPA2UMuuPZ"
34,BBC,0.0,0.0,2017-11-05,34,0.0,1.0,0.0,Guy Fawkes: Why do bonfires still burn 400 years on? 🔥 #BonfireNight #GuyFawkesNight. https://t.co/dAKAZY4ZEX https://t.co/lsiivkKSgk
35,BBC,0.0,0.0,2017-11-05,35,0.0,1.0,0.0,🐙 A group of octopuses were seen taking a leisurely stroll along a Ceredigion beach last Friday night. Via… https://t.co/n3jq0oNT7J
36,BBC,0.0,0.0772,2017-11-05,36,0.0,0.942,0.058,🏙By 2050 70% of the world's population will be living in cities. Time to radically rethink what we want from a city… https://t.co/pz5xleBKWz
37,BBC,0.6,-0.2349,2017-11-05,37,0.096,0.852,0.052,"⚽️✊ When the boys wouldn't let them play football, these girls took matters into their own hands. Via @BBC100Women. https://t.co/0j68Wbrr3Z"
38,BBC,0.0,0.0,2017-11-05,38,0.0,1.0,0.0,".@LindaRobson58, @tomallencomedy, @misJORGIEPORTER &amp; @OreOduba star in @GrumpyLGoodman's Partners in Rhyme:… https://t.co/SLJlz8D01M"
39,BBC,0.13636363636363635,0.0,2017-11-05,39,0.0,1.0,0.0,"🎬 From the new Pixar animation to Oscar-favourite coming-of-age stories, here are 10 films to watch this November.👉… https://t.co/NqtcuUqOXN"
40,BBC,0.0,0.0,2017-11-05,40,0.0,1.0,0.0,"RT @BBCWthrWatchers: Morning all! Only one way to start our Sunday and that's with a bit of ...

🎆Oooooooooo! 🎆 Aahhhhhhhhhh!🎆 https://t.co…"
41,BBC,0.5,0.3818,2017-11-05,41,0.0,0.822,0.178,"RT @BBCSpringwatch: Stunning capture of puffins at the Isle of May, Scotland. https://t.co/cBWxx9rQav"
42,BBC,0.09999999999999998,0.2263,2017-11-05,42,0.0,0.917,0.083,RT @BBCFood: Heading to the fireworks later? Put this in the slow cooker and warm up when you get home https://t.co/EPJfvmFkfS https://t.co…
